customer_email,first_name,last_name,phone,birthday,customer_image,hotel_id,hotel_city,hotel_name,hotel_description,hotel_stars,hotel_owner_email,hotel_image,start_date,end_date,adults,children,boylovers
gusztav.bakos111@example.com,Gusztáv,Bakos,+36945805127,1982-05-27,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2024-11-29,2024-11-30,3,2,9
arpad.nemeth112@example.com,Árpád,Németh,+36579476614,1984-08-12,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2024-12-02,2024-12-08,4,3,5
robert.szalai113@example.com,Róbert,Szalai,+36713963047,1974-04-28,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2024-12-05,2024-12-18,4,0,5
kornel.erdos114@example.com,Kornél,Erdős,+36514548900,1992-11-05,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2024-12-08,2024-12-16,1,1,8
laszlo.kiss115@example.com,László,Kiss,+36572775194,1956-09-15,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2024-12-11,2024-12-12,2,3,10
peter.horvath116@example.com,Péter,Horváth,+36604111692,2000-05-11,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2024-12-14,2024-12-24,4,0,5
erno.erdos117@example.com,Ernő,Erdős,+36440012324,1990-12-25,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2024-12-17,2024-12-25,1,0,3
gyuri.takacs118@example.com,Gyuri,Takács,+36901834280,1955-07-04,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2024-12-20,2025-01-02,1,3,2
imre.kovacs119@example.com,Imre,Kovács,+36149382425,1970-01-10,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2024-12-23,2024-12-29,3,3,2
balazs.nyul120@example.com,Balázs,Nyúl,+36542437192,1986-11-26,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2024-12-26,2024-12-29,2,1,1
bela.szalai121@example.com,Béla,Szalai,+36634366139,1987-03-08,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2024-12-29,2025-01-06,3,3,4
adam.juhasz122@example.com,Ádám,Juhász,+36408842146,1993-09-06,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-01-01,2025-01-03,4,2,9
imre.hegedus123@example.com,Imre,Hegedűs,+36841218491,1966-08-28,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-01-04,2025-01-09,2,3,7
geza.szalai124@example.com,Géza,Szalai,+36509486794,1986-06-19,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-01-07,2025-01-12,3,0,10
jeno.gulyas125@example.com,Jenő,Gulyás,+36108695125,1986-11-25,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-01-10,2025-01-22,1,3,4
misi.csizmas126@example.com,Misi,Csizmás,+36335154329,1990-04-20,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-01-13,2025-01-18,2,0,10
csaba.racz127@example.com,Csaba,Rácz,+36946764061,1978-01-19,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-01-16,2025-01-22,2,0,4
kalman.gombos128@example.com,Kálmán,Gombos,+36288592093,1962-03-26,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-01-19,2025-01-28,3,2,2
gergo.kertesz129@example.com,Gergő,Kertész,+36965960427,1968-12-28,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-01-22,2025-01-28,1,3,1
peter.takacs130@example.com,Péter,Takács,+36826197069,1996-11-13,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-01-25,2025-02-08,3,0,6
adam.bognar131@example.com,Ádám,Bognár,+36676140134,1957-08-12,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-01-28,2025-02-08,3,3,10
sandor.kiss132@example.com,Sándor,Kiss,+36824600232,1964-08-01,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-01-31,2025-02-10,3,1,10
elek.juhasz133@example.com,Elek,Juhász,+36852775879,1969-11-14,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-02-03,2025-02-05,2,0,0
imre.lendvai134@example.com,Imre,Lendvai,+36224683417,1956-04-18,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-02-06,2025-02-09,4,3,5
erno.gombos135@example.com,Ernő,Gombos,+36730651895,1997-12-05,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-02-09,2025-02-16,1,3,9
gusztav.gulyas136@example.com,Gusztáv,Gulyás,+36135128844,1994-06-07,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-02-12,2025-02-20,4,1,5
geza.devenyi137@example.com,Géza,Dévényi,+36684615760,1991-06-02,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-02-15,2025-02-22,3,1,1
zoltan.varga138@example.com,Zoltán,Varga,+36811642514,1963-11-21,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-02-18,2025-02-28,1,0,5
balazs.balogh139@example.com,Balázs,Balogh,+36945011302,1986-04-03,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-02-21,2025-03-07,2,1,3
laszlo.nemeth140@example.com,László,Németh,+36946799779,1988-01-09,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-02-24,2025-03-10,2,1,8
gergo.papp141@example.com,Gergő,Papp,+36218032515,1992-01-05,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-02-27,2025-02-28,3,1,9
kalman.kovacs142@example.com,Kálmán,Kovács,+36287095435,1966-01-05,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-03-02,2025-03-14,4,0,1
kornel.ivan143@example.com,Kornél,Iván,+36935389432,1973-09-19,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-03-05,2025-03-07,4,1,9
csaba.nyul144@example.com,Csaba,Nyúl,+36423873102,1979-11-01,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-03-08,2025-03-09,4,3,6
geza.lendvai145@example.com,Géza,Lendvai,+36864935082,1978-02-03,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-03-11,2025-03-17,2,0,2
kopasz.pap146@example.com,Kopasz,Pap,+36864668242,1970-07-20,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-03-14,2025-03-23,3,3,8
otto.kiss147@example.com,Ottó,Kiss,+36951580447,1994-02-28,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-03-17,2025-03-28,2,3,7
misi.gombos148@example.com,Misi,Gombos,+36463925049,2002-08-13,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-03-20,2025-03-27,1,2,6
kalman.bognar149@example.com,Kálmán,Bognár,+36501902658,1959-11-16,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-03-23,2025-03-25,1,0,1
otto.kiss150@example.com,Ottó,Kiss,+36899496315,1997-06-26,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-03-26,2025-03-29,1,2,10
janos.gombos151@example.com,János,Gombos,+36479673044,1992-07-28,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-03-29,2025-04-10,1,2,9
imre.csizmas152@example.com,Imre,Csizmás,+36211240259,1986-09-07,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-04-01,2025-04-04,4,1,1
karoly.pap153@example.com,Károly,Pap,+36494665673,1957-05-19,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-04-04,2025-04-08,4,0,9
kopasz.kovacs154@example.com,Kopasz,Kovács,+36293720285,1967-12-25,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-04-07,2025-04-12,3,2,0
pisti.nemeth155@example.com,Pisti,Németh,+36708082645,1992-07-03,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-04-10,2025-04-13,1,0,8
zsolt.erdos156@example.com,Zsolt,Erdős,+36550791704,1979-06-06,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-04-13,2025-04-19,3,2,9
ferenc.szabo157@example.com,Ferenc,Szabó,+36267052653,1960-10-02,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-04-16,2025-04-27,1,2,7
otto.lendvai158@example.com,Ottó,Lendvai,+36751842899,1978-07-09,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-04-19,2025-04-23,1,2,6
janos.simon159@example.com,János,Simon,+36828230915,1993-10-16,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-04-22,2025-05-01,3,0,3
jeno.szabo160@example.com,Jenő,Szabó,+36108253947,1963-05-07,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-04-25,2025-05-08,2,2,4
kalman.molnar161@example.com,Kálmán,Molnár,+36108299923,1981-12-14,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-04-28,2025-05-01,2,3,8
misi.makkai162@example.com,Misi,Makkai,+36699924859,1992-06-03,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-05-01,2025-05-08,1,3,0
zoltan.horvath163@example.com,Zoltán,Horváth,+36436146289,1986-07-19,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-05-04,2025-05-11,4,2,1
jeno.kovacs164@example.com,Jenő,Kovács,+36448717183,1960-10-15,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-05-07,2025-05-21,3,0,6
geza.szalai165@example.com,Géza,Szalai,+36567804106,1987-07-17,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-05-10,2025-05-12,4,2,5
misi.bakos166@example.com,Misi,Bakos,+36936571442,1960-02-17,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-05-13,2025-05-24,1,1,5
karoly.nemeth167@example.com,Károly,Németh,+36353691745,1956-03-09,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-05-16,2025-05-20,2,1,10
elek.papp168@example.com,Elek,Papp,+36929839316,1990-08-15,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-05-19,2025-06-01,4,2,10
kalman.nemeth169@example.com,Kálmán,Németh,+36572191734,1954-08-15,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-05-22,2025-06-02,3,2,9
david.csizmas170@example.com,Dávid,Csizmás,+36644748834,1954-05-15,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-05-25,2025-06-02,1,0,5
gyuri.horvath171@example.com,Gyuri,Horváth,+36792205349,1955-10-20,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-05-28,2025-06-06,4,3,9
feri.toth172@example.com,Feri,Tóth,+36582897882,2001-10-21,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-05-31,2025-06-04,3,3,8
peter.szabo173@example.com,Péter,Szabó,+36583745511,1956-06-23,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-06-03,2025-06-05,2,0,3
marton.ivan174@example.com,Márton,Iván,+36662714327,1983-10-06,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-06-06,2025-06-12,3,2,6
gusztav.bakos175@example.com,Gusztáv,Bakos,+36828960875,1988-01-26,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-06-09,2025-06-20,3,0,5
geza.pap176@example.com,Géza,Pap,+36828404274,1974-05-09,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-06-12,2025-06-24,2,2,1
peter.csizmas177@example.com,Péter,Csizmás,+36433108786,1991-12-22,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-06-15,2025-06-22,2,0,4
feri.erdos178@example.com,Feri,Erdős,+36790945624,2000-06-27,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-06-18,2025-06-21,1,3,8
sandor.kovacs179@example.com,Sándor,Kovács,+36489336282,1969-03-07,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-06-21,2025-06-27,4,1,3
mark.nemeth180@example.com,Márk,Németh,+36182855381,1968-02-17,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-06-24,2025-07-07,1,2,9
mark.erdos181@example.com,Márk,Erdős,+36265627642,1960-03-27,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-06-27,2025-07-09,2,3,0
gusztav.devenyi182@example.com,Gusztáv,Dévényi,+36826239153,1996-04-15,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-06-30,2025-07-10,3,3,3
erno.szalai183@example.com,Ernő,Szalai,+36432288618,2001-08-27,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-07-03,2025-07-07,3,3,7
gyuri.erdos184@example.com,Gyuri,Erdős,+36639991949,1983-07-06,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-07-06,2025-07-20,2,1,4
david.kertesz185@example.com,Dávid,Kertész,+36498585961,1985-02-23,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-07-09,2025-07-23,1,2,1
tamas.gulyas186@example.com,Tamás,Gulyás,+36582452834,1982-03-27,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-07-12,2025-07-19,1,1,7
karoly.kovacs187@example.com,Károly,Kovács,+36545492166,1953-07-17,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-07-15,2025-07-21,2,3,1
sandor.takacs188@example.com,Sándor,Takács,+36130266145,1970-02-27,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-07-18,2025-07-30,3,1,2
csaba.simon189@example.com,Csaba,Simon,+36990949719,1980-12-27,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-07-21,2025-07-24,4,3,9
adam.varga190@example.com,Ádám,Varga,+36120405269,1966-04-27,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-07-24,2025-07-27,4,0,4
balazs.racz191@example.com,Balázs,Rácz,+36230833665,1953-04-14,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-07-27,2025-08-07,4,0,1
arpad.orbanics192@example.com,Árpád,Orbánics,+36117647321,1990-09-19,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-07-30,2025-08-03,2,2,6
adam.csizmas193@example.com,Ádám,Csizmás,+36358303887,1986-07-06,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-08-02,2025-08-13,1,2,1
dominik.orbanics194@example.com,Dominik,Orbánics,+36644738967,2000-09-18,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-08-05,2025-08-06,4,3,0
bela.devenyi195@example.com,Béla,Dévényi,+36372354893,1997-01-12,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-08-08,2025-08-21,1,2,3
geza.bakos196@example.com,Géza,Bakos,+36243247463,1952-06-18,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-08-11,2025-08-17,2,3,7
pisti.balogh197@example.com,Pisti,Balogh,+36167753684,1995-08-02,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-08-14,2025-08-19,2,0,3
csaba.vincze198@example.com,Csaba,Vincze,+36432941445,1982-07-27,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-08-17,2025-08-26,4,2,0
robert.simon199@example.com,Róbert,Simon,+36483298103,1999-01-28,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-08-20,2025-08-31,3,2,1
sandor.hegedus200@example.com,Sándor,Hegedűs,+36529520110,1997-08-13,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-08-23,2025-08-29,2,3,7
sandor.nyul201@example.com,Sándor,Nyúl,+36386389162,2001-02-24,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-08-26,2025-09-02,1,3,9
pisti.orbanics202@example.com,Pisti,Orbánics,+36415429295,1970-02-03,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-08-29,2025-09-04,3,2,7
otto.fekete203@example.com,Ottó,Fekete,+36840629322,1978-06-15,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-09-01,2025-09-02,3,3,4
david.horvath204@example.com,Dávid,Horváth,+36820678212,1990-07-12,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-09-04,2025-09-13,2,0,2
marton.toth205@example.com,Márton,Tóth,+36235538456,1954-04-25,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-09-07,2025-09-18,3,2,6
zsombor.toth206@example.com,Zsombor,Tóth,+36749715626,1959-11-15,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-09-10,2025-09-16,3,3,1
zsombor.balogh207@example.com,Zsombor,Balogh,+36668503222,1973-07-11,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-09-13,2025-09-24,3,1,1
bence.papp208@example.com,Bence,Papp,+36635844374,1983-07-18,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-09-16,2025-09-18,3,2,7
zsolt.simon209@example.com,Zsolt,Simon,+36845156039,1981-04-04,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-09-19,2025-09-22,1,3,2
marton.varga210@example.com,Márton,Varga,+36970281936,1993-06-22,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-09-22,2025-09-28,1,2,4
tamas.papp211@example.com,Tamás,Papp,+36952225000,1973-09-08,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-09-25,2025-09-27,2,1,3
arpad.kovacs212@example.com,Árpád,Kovács,+36487509692,1985-10-12,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-09-28,2025-10-06,2,0,1
imre.fazekas213@example.com,Imre,Fazekas,+36869801588,1996-08-17,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-10-01,2025-10-08,4,0,2
kalman.horvath214@example.com,Kálmán,Horváth,+36583156434,1979-11-17,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-10-04,2025-10-10,2,1,2
otto.makkai215@example.com,Ottó,Makkai,+36159499094,1957-09-05,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-10-07,2025-10-12,2,1,5
misi.csizmas216@example.com,Misi,Csizmás,+36657162259,1968-02-09,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-10-10,2025-10-14,3,1,10
imre.orbanics217@example.com,Imre,Orbánics,+36200317984,1982-11-06,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-10-13,2025-10-23,2,1,10
laszlo.toth218@example.com,László,Tóth,+36986090690,1951-02-02,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-10-16,2025-10-27,3,1,9
gusztav.kovacs219@example.com,Gusztáv,Kovács,+36634764290,1990-09-10,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-10-19,2025-10-30,3,3,3
jeno.racz220@example.com,Jenő,Rácz,+36586989309,1954-12-02,/images/default.png,2,Budapest,Botaniq Elite Club Hotel,Narancsszerető fiúk privát klubja.,5,elios@bff.cash.in,/images/botaniq.jpg,2025-10-22,2025-10-25,4,3,7
zoltan.fodor221@example.com,Zoltán,Fodor,+36465278987,1988-03-11,/images/default.png,3,Felcsút,Hotel Belvedere,,5,lolo.for.gold_diggers@gas_fitter.hu,/images/belvedere.jpg,2025-10-25,2025-11-08,3,2,6
mark.devenyi222@example.com,Márk,Dévényi,+36652955706,1985-02-11,/images/default.png,1,Fertő-tó,Hotel Nils am See,LGBT+hotel,4,lolo.for.gold_diggers@gas_fitter.hu,/images/nils.webp,2025-10-28,2025-11-01,4,0,4
